sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: kthiruma | Group: TCL_US_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.144.232.190 | Public IP: 96.248.89.204 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 11:46:00 GMT Sun May 31 2020 | Duration: 12d 12h:44m:24s | Inactivity:  0h:00m:00s | Bytes Tx: 15278019682 | Bytes Rx: 8154926975 | IP Addr: 10.144.232.190 | Public IP: 96.248.89.204 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 11:46:00 GMT Sun May 31 2020 | Duration: 12d 12h:44m:24s | Inactivity:  0h:00m:00s | Bytes Tx: 15278019682 | Bytes Rx: 8154926975 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 64657 | Audit Session ID: 0a90076b0fc910005ed398f8 | Security Group Tag: none | EasyVPN: 0 |Session ID: 64657 | Audit Session ID: 0a90076b0fc910005ed398f8 | Security Group Tag: none | EasyVPN: 0 ||
Username: tmo | Group: TCL_US_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.144.232.139 | Public IP: 59.152.199.171 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 11:04:26 GMT Fri Jun 12 2020 | Duration: 13h:25m:58s | Inactivity:  0h:00m:00s | Bytes Tx: 99963289 | Bytes Rx: 39499826 | IP Addr: 10.144.232.139 | Public IP: 59.152.199.171 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 11:04:26 GMT Fri Jun 12 2020 | Duration: 13h:25m:58s | Inactivity:  0h:00m:00s | Bytes Tx: 99963289 | Bytes Rx: 39499826 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 69056 | Audit Session ID: 0a90076b10dc00005ee3613a | Security Group Tag: none | EasyVPN: 0 |Session ID: 69056 | Audit Session ID: 0a90076b10dc00005ee3613a | Security Group Tag: none | EasyVPN: 0 ||
Username: dibiswas | Group: TCL_US_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.144.232.144 | Public IP: 67.82.54.117 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 11:09:44 GMT Fri Jun 12 2020 | Duration: 13h:20m:40s | Inactivity:  0h:00m:00s | Bytes Tx: 515418121 | Bytes Rx: 683451250 | IP Addr: 10.144.232.144 | Public IP: 67.82.54.117 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 11:09:44 GMT Fri Jun 12 2020 | Duration: 13h:20m:40s | Inactivity:  0h:00m:00s | Bytes Tx: 515418121 | Bytes Rx: 683451250 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 69059 | Audit Session ID: 0a90076b10dc30005ee36278 | Security Group Tag: none | EasyVPN: 0 |Session ID: 69059 | Audit Session ID: 0a90076b10dc30005ee36278 | Security Group Tag: none | EasyVPN: 0 ||
Username: emarcian | Group: TCL_US_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.144.232.134 | Public IP: 24.201.72.88 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 11:22:18 GMT Fri Jun 12 2020 | Duration: 13h:08m:06s | Inactivity:  0h:00m:00s | Bytes Tx: 1331725175 | Bytes Rx: 407491828 | IP Addr: 10.144.232.134 | Public IP: 24.201.72.88 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 11:22:18 GMT Fri Jun 12 2020 | Duration: 13h:08m:06s | Inactivity:  0h:00m:00s | Bytes Tx: 1331725175 | Bytes Rx: 407491828 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 69063 | Audit Session ID: 0a90076b10dc70005ee3656a | Security Group Tag: none | EasyVPN: 0 |Session ID: 69063 | Audit Session ID: 0a90076b10dc70005ee3656a | Security Group Tag: none | EasyVPN: 0 ||
Username: ekolonit | Group: TCL_US_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.144.233.200 | Public IP: 70.24.218.182 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 11:43:28 GMT Fri Jun 12 2020 | Duration: 12h:46m:56s | Inactivity:  0h:00m:00s | Bytes Tx: 537538369 | Bytes Rx: 405726469 | IP Addr: 10.144.233.200 | Public IP: 70.24.218.182 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 11:43:28 GMT Fri Jun 12 2020 | Duration: 12h:46m:56s | Inactivity:  0h:00m:00s | Bytes Tx: 537538369 | Bytes Rx: 405726469 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 69071 | Audit Session ID: 0a90076b10dcf0005ee36a60 | Security Group Tag: none | EasyVPN: 0 |Session ID: 69071 | Audit Session ID: 0a90076b10dcf0005ee36a60 | Security Group Tag: none | EasyVPN: 0 ||
Username: lorrmoli | Group: TCL_US_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.144.233.233 | Public IP: 96.246.121.238 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 11:51:23 GMT Fri Jun 12 2020 | Duration: 12h:39m:01s | Inactivity:  0h:00m:00s | Bytes Tx: 853103084 | Bytes Rx: 139401883 | IP Addr: 10.144.233.233 | Public IP: 96.246.121.238 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 11:51:23 GMT Fri Jun 12 2020 | Duration: 12h:39m:01s | Inactivity:  0h:00m:00s | Bytes Tx: 853103084 | Bytes Rx: 139401883 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 69078 | Audit Session ID: 0a90076b10dd60005ee36c3b | Security Group Tag: none | EasyVPN: 0 |Session ID: 69078 | Audit Session ID: 0a90076b10dd60005ee36c3b | Security Group Tag: none | EasyVPN: 0 ||
Username: mkhoury | Group: TCL_US_OPS_Zone_Grp | Tunnel Group: TCL_OPS_Zone | IP Addr: 10.144.230.146 | Public IP: 70.51.191.128 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 12:41:40 GMT Fri Jun 12 2020 | Duration: 11h:48m:44s | Inactivity:  0h:00m:00s | Bytes Tx: 1036654434 | Bytes Rx: 623926977 | IP Addr: 10.144.230.146 | Public IP: 70.51.191.128 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 12:41:40 GMT Fri Jun 12 2020 | Duration: 11h:48m:44s | Inactivity:  0h:00m:00s | Bytes Tx: 1036654434 | Bytes Rx: 623926977 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 69109 | Audit Session ID: 0a90076b10df50005ee37804 | Security Group Tag: none | EasyVPN: 0 |Session ID: 69109 | Audit Session ID: 0a90076b10df50005ee37804 | Security Group Tag: none | EasyVPN: 0 ||
Username: k.fay | Group: TCL_US_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.144.232.8 | Public IP: 67.80.84.58 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 12:55:04 GMT Fri Jun 12 2020 | Duration: 11h:35m:21s | Inactivity:  0h:00m:00s | Bytes Tx: 1367981934 | Bytes Rx: 167748930 | IP Addr: 10.144.232.8 | Public IP: 67.80.84.58 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 12:55:04 GMT Fri Jun 12 2020 | Duration: 11h:35m:21s | Inactivity:  0h:00m:00s | Bytes Tx: 1367981934 | Bytes Rx: 167748930 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 69117 | Audit Session ID: 0a90076b10dfd0005ee37b28 | Security Group Tag: none | EasyVPN: 0 |Session ID: 69117 | Audit Session ID: 0a90076b10dfd0005ee37b28 | Security Group Tag: none | EasyVPN: 0 ||
Username: subhshar | Group: TCL_US_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.144.232.137 | Public IP: 173.176.164.83 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 13:49:22 GMT Fri Jun 12 2020 | Duration: 10h:41m:03s | Inactivity:  0h:00m:00s | Bytes Tx: 1509387605 | Bytes Rx: 130851871 | IP Addr: 10.144.232.137 | Public IP: 173.176.164.83 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 13:49:22 GMT Fri Jun 12 2020 | Duration: 10h:41m:03s | Inactivity:  0h:00m:00s | Bytes Tx: 1509387605 | Bytes Rx: 130851871 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 69140 | Audit Session ID: 0a90076b10e140005ee387e2 | Security Group Tag: none | EasyVPN: 0 |Session ID: 69140 | Audit Session ID: 0a90076b10e140005ee387e2 | Security Group Tag: none | EasyVPN: 0 ||
Username: rmandava | Group: TCL_US_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.144.233.234 | Public IP: 73.198.47.89 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 15:11:31 GMT Fri Jun 12 2020 | Duration: 9h:18m:54s | Inactivity:  0h:00m:00s | Bytes Tx: 137533227 | Bytes Rx: 155344364 | IP Addr: 10.144.233.234 | Public IP: 73.198.47.89 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 15:11:31 GMT Fri Jun 12 2020 | Duration: 9h:18m:54s | Inactivity:  0h:00m:00s | Bytes Tx: 137533227 | Bytes Rx: 155344364 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 69182 | Audit Session ID: 0a90076b10e3e0005ee39b23 | Security Group Tag: none | EasyVPN: 0 |Session ID: 69182 | Audit Session ID: 0a90076b10e3e0005ee39b23 | Security Group Tag: none | EasyVPN: 0 ||
Username: cmarsh | Group: TCL_US_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.144.233.250 | Public IP: 73.254.5.101 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 15:17:26 GMT Fri Jun 12 2020 | Duration: 9h:12m:59s | Inactivity:  0h:00m:00s | Bytes Tx: 66298950 | Bytes Rx: 20430270 | IP Addr: 10.144.233.250 | Public IP: 73.254.5.101 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 15:17:26 GMT Fri Jun 12 2020 | Duration: 9h:12m:59s | Inactivity:  0h:00m:00s | Bytes Tx: 66298950 | Bytes Rx: 20430270 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 69184 | Audit Session ID: 0a90076b10e400005ee39c86 | Security Group Tag: none | EasyVPN: 0 |Session ID: 69184 | Audit Session ID: 0a90076b10e400005ee39c86 | Security Group Tag: none | EasyVPN: 0 ||
Username: jgold | Group: TCL_US_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.144.232.122 | Public IP: 104.139.104.89 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 16:02:37 GMT Fri Jun 12 2020 | Duration: 8h:27m:48s | Inactivity:  0h:00m:00s | Bytes Tx: 201400143 | Bytes Rx: 124401039 | IP Addr: 10.144.232.122 | Public IP: 104.139.104.89 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 16:02:37 GMT Fri Jun 12 2020 | Duration: 8h:27m:48s | Inactivity:  0h:00m:00s | Bytes Tx: 201400143 | Bytes Rx: 124401039 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 69200 | Audit Session ID: 0a90076b10e500005ee3a71d | Security Group Tag: none | EasyVPN: 0 |Session ID: 69200 | Audit Session ID: 0a90076b10e500005ee3a71d | Security Group Tag: none | EasyVPN: 0 ||
Username: dgelly | Group: TCL_US_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.144.233.251 | Public IP: 73.229.46.67 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 16:04:51 GMT Fri Jun 12 2020 | Duration: 8h:25m:34s | Inactivity:  0h:00m:00s | Bytes Tx: 284609556 | Bytes Rx: 51215821 | IP Addr: 10.144.233.251 | Public IP: 73.229.46.67 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 16:04:51 GMT Fri Jun 12 2020 | Duration: 8h:25m:34s | Inactivity:  0h:00m:00s | Bytes Tx: 284609556 | Bytes Rx: 51215821 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 69202 | Audit Session ID: 0a90076b10e520005ee3a7a3 | Security Group Tag: none | EasyVPN: 0 |Session ID: 69202 | Audit Session ID: 0a90076b10e520005ee3a7a3 | Security Group Tag: none | EasyVPN: 0 ||
Username: dgray | Group: TCL_US_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.144.232.129 | Public IP: 109.159.81.89 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 16:26:46 GMT Fri Jun 12 2020 | Duration: 8h:03m:39s | Inactivity:  0h:00m:00s | Bytes Tx: 138371802 | Bytes Rx: 47101289 | IP Addr: 10.144.232.129 | Public IP: 109.159.81.89 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 16:26:46 GMT Fri Jun 12 2020 | Duration: 8h:03m:39s | Inactivity:  0h:00m:00s | Bytes Tx: 138371802 | Bytes Rx: 47101289 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 69208 | Audit Session ID: 0a90076b10e580005ee3acc6 | Security Group Tag: none | EasyVPN: 0 |Session ID: 69208 | Audit Session ID: 0a90076b10e580005ee3acc6 | Security Group Tag: none | EasyVPN: 0 ||
Username: goseguer | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.144.232.138 | Public IP: 45.45.15.244 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 17:31:03 GMT Fri Jun 12 2020 | Duration: 6h:59m:22s | Inactivity:  0h:00m:00s | Bytes Tx: 354348266 | Bytes Rx: 50139091 | IP Addr: 10.144.232.138 | Public IP: 45.45.15.244 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 17:31:03 GMT Fri Jun 12 2020 | Duration: 6h:59m:22s | Inactivity:  0h:00m:00s | Bytes Tx: 354348266 | Bytes Rx: 50139091 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 69223 | Audit Session ID: 0a90076b10e670005ee3bbd7 | Security Group Tag: none | EasyVPN: 0 |Session ID: 69223 | Audit Session ID: 0a90076b10e670005ee3bbd7 | Security Group Tag: none | EasyVPN: 0 ||
Username: a.rosi | Group: TCL_US_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.144.232.4 | Public IP: 23.235.25.75 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 18:18:47 GMT Fri Jun 12 2020 | Duration: 6h:11m:38s | Inactivity:  0h:00m:00s | Bytes Tx: 16384463 | Bytes Rx: 3558438 | IP Addr: 10.144.232.4 | Public IP: 23.235.25.75 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 18:18:47 GMT Fri Jun 12 2020 | Duration: 6h:11m:38s | Inactivity:  0h:00m:00s | Bytes Tx: 16384463 | Bytes Rx: 3558438 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 69237 | Audit Session ID: 0a90076b10e750005ee3c707 | Security Group Tag: none | EasyVPN: 0 |Session ID: 69237 | Audit Session ID: 0a90076b10e750005ee3c707 | Security Group Tag: none | EasyVPN: 0 ||
Username: cthornto | Group: TCL_US_OPS_Zone_Grp | Tunnel Group: TCL_OPS_Zone | IP Addr: 10.144.230.145 | Public IP: 100.1.230.21 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 18:51:50 GMT Fri Jun 12 2020 | Duration: 5h:38m:35s | Inactivity:  0h:00m:00s | Bytes Tx: 198867131 | Bytes Rx: 37485397 | IP Addr: 10.144.230.145 | Public IP: 100.1.230.21 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 18:51:50 GMT Fri Jun 12 2020 | Duration: 5h:38m:35s | Inactivity:  0h:00m:00s | Bytes Tx: 198867131 | Bytes Rx: 37485397 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 69244 | Audit Session ID: 0a90076b10e7c0005ee3cec6 | Security Group Tag: none | EasyVPN: 0 |Session ID: 69244 | Audit Session ID: 0a90076b10e7c0005ee3cec6 | Security Group Tag: none | EasyVPN: 0 ||
Username: mnurujja | Group: TCL_US_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.144.232.10 | Public IP: 24.0.155.126 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 22:49:06 GMT Fri Jun 12 2020 | Duration: 1h:41m:19s | Inactivity:  0h:00m:00s | Bytes Tx: 95087598 | Bytes Rx: 25545800 | IP Addr: 10.144.232.10 | Public IP: 24.0.155.126 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 22:49:06 GMT Fri Jun 12 2020 | Duration: 1h:41m:19s | Inactivity:  0h:00m:00s | Bytes Tx: 95087598 | Bytes Rx: 25545800 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 69267 | Audit Session ID: 0a90076b10e930005ee40662 | Security Group Tag: none | EasyVPN: 0 |Session ID: 69267 | Audit Session ID: 0a90076b10e930005ee40662 | Security Group Tag: none | EasyVPN: 0 ||
Username: ashish.jain | Group: TCL_US_OPS_Zone_Grp | Tunnel Group: TCL_OPS_Zone | IP Addr: 10.144.230.161 | Public IP: 73.10.74.162 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 23:02:40 GMT Fri Jun 12 2020 | Duration: 1h:27m:45s | Inactivity:  0h:00m:00s | Bytes Tx: 127797926 | Bytes Rx: 23571133 | IP Addr: 10.144.230.161 | Public IP: 73.10.74.162 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 23:02:40 GMT Fri Jun 12 2020 | Duration: 1h:27m:45s | Inactivity:  0h:00m:00s | Bytes Tx: 127797926 | Bytes Rx: 23571133 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 69270 | Audit Session ID: 0a90076b10e960005ee40990 | Security Group Tag: none | EasyVPN: 0 |Session ID: 69270 | Audit Session ID: 0a90076b10e960005ee40990 | Security Group Tag: none | EasyVPN: 0 ||
Username: dclark | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.144.233.231 | Public IP: 173.79.171.31 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 23:03:51 GMT Fri Jun 12 2020 | Duration: 1h:26m:34s | Inactivity:  0h:00m:00s | Bytes Tx: 61513453 | Bytes Rx: 29378073 | IP Addr: 10.144.233.231 | Public IP: 173.79.171.31 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 23:03:51 GMT Fri Jun 12 2020 | Duration: 1h:26m:34s | Inactivity:  0h:00m:00s | Bytes Tx: 61513453 | Bytes Rx: 29378073 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 69272 | Audit Session ID: 0a90076b10e980005ee409d7 | Security Group Tag: none | EasyVPN: 0 |Session ID: 69272 | Audit Session ID: 0a90076b10e980005ee409d7 | Security Group Tag: none | EasyVPN: 0 ||
Username: habdul | Group: TCL_US_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.144.233.239 | Public IP: 72.205.43.19 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 23:14:03 GMT Fri Jun 12 2020 | Duration: 1h:16m:22s | Inactivity:  0h:00m:00s | Bytes Tx: 16428972 | Bytes Rx: 13535923 | IP Addr: 10.144.233.239 | Public IP: 72.205.43.19 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 23:14:03 GMT Fri Jun 12 2020 | Duration: 1h:16m:22s | Inactivity:  0h:00m:00s | Bytes Tx: 16428972 | Bytes Rx: 13535923 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 69274 | Audit Session ID: 0a90076b10e9a0005ee40c3b | Security Group Tag: none | EasyVPN: 0 |Session ID: 69274 | Audit Session ID: 0a90076b10e9a0005ee40c3b | Security Group Tag: none | EasyVPN: 0 ||
USWV1VPN02# 
