sh vpn-session full anyconnect

Session Type: AnyConnect ||

Username: kthiruma | Group: TCL_US_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.144.232.190 | Public IP: 96.248.89.204 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 11:46:00 GMT Sun May 31 2020 | Duration: 12d 0h:46m:31s | Inactivity:  0h:00m:00s | Bytes Tx: 14889737293 | Bytes Rx: 8002553313 | IP Addr: 10.144.232.190 | Public IP: 96.248.89.204 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 11:46:00 GMT Sun May 31 2020 | Duration: 12d 0h:46m:31s | Inactivity:  0h:00m:00s | Bytes Tx: 14889737293 | Bytes Rx: 8002553313 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 64657 | Audit Session ID: 0a90076b0fc910005ed398f8 | Security Group Tag: none | EasyVPN: 0 |Session ID: 64657 | Audit Session ID: 0a90076b0fc910005ed398f8 | Security Group Tag: none | EasyVPN: 0 ||
Username: ggonzale | Group: TCL_US_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.144.232.177 | Public IP: 68.100.24.224 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 14:59:17 GMT Thu Jun 11 2020 | Duration: 21h:33m:15s | Inactivity:  0h:00m:00s | Bytes Tx: 312141964 | Bytes Rx: 137538230 | IP Addr: 10.144.232.177 | Public IP: 68.100.24.224 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 14:59:17 GMT Thu Jun 11 2020 | Duration: 21h:33m:15s | Inactivity:  0h:00m:00s | Bytes Tx: 312141964 | Bytes Rx: 137538230 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 68785 | Audit Session ID: 0a90076b10cb10005ee246c5 | Security Group Tag: none | EasyVPN: 0 |Session ID: 68785 | Audit Session ID: 0a90076b10cb10005ee246c5 | Security Group Tag: none | EasyVPN: 0 ||
Username: coakley | Group: TCL_US_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.144.232.115 | Public IP: 71.171.92.106 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 15:19:34 GMT Thu Jun 11 2020 | Duration: 21h:12m:58s | Inactivity:  0h:00m:00s | Bytes Tx: 2868245819 | Bytes Rx: 768109496 | IP Addr: 10.144.232.115 | Public IP: 71.171.92.106 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 15:19:34 GMT Thu Jun 11 2020 | Duration: 21h:12m:58s | Inactivity:  0h:00m:00s | Bytes Tx: 2868245819 | Bytes Rx: 768109496 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 68796 | Audit Session ID: 0a90076b10cbc0005ee24b86 | Security Group Tag: none | EasyVPN: 0 |Session ID: 68796 | Audit Session ID: 0a90076b10cbc0005ee24b86 | Security Group Tag: none | EasyVPN: 0 ||
Username: jayakrishnan.p | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.144.232.64 | Public IP: 108.5.114.73 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 15:53:47 GMT Thu Jun 11 2020 | Duration: 20h:38m:45s | Inactivity:  0h:00m:00s | Bytes Tx: 538497895 | Bytes Rx: 724151012 | IP Addr: 10.144.232.64 | Public IP: 108.5.114.73 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 15:53:47 GMT Thu Jun 11 2020 | Duration: 20h:38m:45s | Inactivity:  0h:00m:00s | Bytes Tx: 538497895 | Bytes Rx: 724151012 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 68806 | Audit Session ID: 0a90076b10cc60005ee2538b | Security Group Tag: none | EasyVPN: 0 |Session ID: 68806 | Audit Session ID: 0a90076b10cc60005ee2538b | Security Group Tag: none | EasyVPN: 0 ||
Username: pgiordan | Group: TCL_US_OPS_Zone_Grp | Tunnel Group: TCL_OPS_Zone | IP Addr: 10.144.230.203 | Public IP: 135.19.156.102 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 16:53:34 GMT Thu Jun 11 2020 | Duration: 19h:38m:58s | Inactivity:  0h:00m:00s | Bytes Tx: 816720729 | Bytes Rx: 786772851 | IP Addr: 10.144.230.203 | Public IP: 135.19.156.102 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 16:53:34 GMT Thu Jun 11 2020 | Duration: 19h:38m:58s | Inactivity:  0h:00m:00s | Bytes Tx: 816720729 | Bytes Rx: 786772851 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 68817 | Audit Session ID: 0a90076b10cd10005ee2618e | Security Group Tag: none | EasyVPN: 0 |Session ID: 68817 | Audit Session ID: 0a90076b10cd10005ee2618e | Security Group Tag: none | EasyVPN: 0 ||
Username: HShen | Group: TCL_US_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.144.233.194 | Public IP: 71.163.33.75 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 17:24:24 GMT Thu Jun 11 2020 | Duration: 19h:08m:08s | Inactivity:  0h:00m:00s | Bytes Tx: 545113999 | Bytes Rx: 76786091 | IP Addr: 10.144.233.194 | Public IP: 71.163.33.75 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 17:24:24 GMT Thu Jun 11 2020 | Duration: 19h:08m:08s | Inactivity:  0h:00m:00s | Bytes Tx: 545113999 | Bytes Rx: 76786091 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 68829 | Audit Session ID: 0a90076b10cdd0005ee268c8 | Security Group Tag: none | EasyVPN: 0 |Session ID: 68829 | Audit Session ID: 0a90076b10cdd0005ee268c8 | Security Group Tag: none | EasyVPN: 0 ||
Username: JHPayne | Group: TCL_US_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.144.232.108 | Public IP: 108.28.49.254 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 19:02:14 GMT Thu Jun 11 2020 | Duration: 17h:30m:18s | Inactivity:  0h:00m:00s | Bytes Tx: 124922249 | Bytes Rx: 58890981 | IP Addr: 10.144.232.108 | Public IP: 108.28.49.254 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 19:02:14 GMT Thu Jun 11 2020 | Duration: 17h:30m:18s | Inactivity:  0h:00m:00s | Bytes Tx: 124922249 | Bytes Rx: 58890981 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 68845 | Audit Session ID: 0a90076b10ced0005ee27fb6 | Security Group Tag: none | EasyVPN: 0 |Session ID: 68845 | Audit Session ID: 0a90076b10ced0005ee27fb6 | Security Group Tag: none | EasyVPN: 0 ||
Username: akhalil | Group: TCL_US_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.144.232.47 | Public IP: 73.178.30.106 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 19:51:41 GMT Thu Jun 11 2020 | Duration: 16h:40m:51s | Inactivity:  0h:00m:00s | Bytes Tx: 559926068 | Bytes Rx: 130463070 | IP Addr: 10.144.232.47 | Public IP: 73.178.30.106 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 19:51:41 GMT Thu Jun 11 2020 | Duration: 16h:40m:51s | Inactivity:  0h:00m:00s | Bytes Tx: 559926068 | Bytes Rx: 130463070 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 68851 | Audit Session ID: 0a90076b10cf30005ee28b4d | Security Group Tag: none | EasyVPN: 0 |Session ID: 68851 | Audit Session ID: 0a90076b10cf30005ee28b4d | Security Group Tag: none | EasyVPN: 0 ||
Username: jamesday | Group: TCL_US_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.144.232.31 | Public IP: 46.208.228.27 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 21:48:13 GMT Thu Jun 11 2020 | Duration: 14h:44m:19s | Inactivity:  0h:00m:00s | Bytes Tx: 285451686 | Bytes Rx: 97395241 | IP Addr: 10.144.232.31 | Public IP: 46.208.228.27 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 21:48:13 GMT Thu Jun 11 2020 | Duration: 14h:44m:19s | Inactivity:  0h:00m:00s | Bytes Tx: 285451686 | Bytes Rx: 97395241 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 68867 | Audit Session ID: 0a90076b10d030005ee2a69d | Security Group Tag: none | EasyVPN: 0 |Session ID: 68867 | Audit Session ID: 0a90076b10d030005ee2a69d | Security Group Tag: none | EasyVPN: 0 ||
Username: amit.deogaonkar | Group: TCL_US_OPS_Zone_Grp | Tunnel Group: TCL_OPS_Zone | IP Addr: 10.144.230.140 | Public IP: 103.57.71.25 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 00:55:15 GMT Fri Jun 12 2020 | Duration: 11h:37m:17s | Inactivity:  0h:00m:00s | Bytes Tx: 575706977 | Bytes Rx: 257274304 | IP Addr: 10.144.230.140 | Public IP: 103.57.71.25 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 00:55:15 GMT Fri Jun 12 2020 | Duration: 11h:37m:17s | Inactivity:  0h:00m:00s | Bytes Tx: 575706977 | Bytes Rx: 257274304 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 68878 | Audit Session ID: 0a90076b10d0e0005ee2d273 | Security Group Tag: none | EasyVPN: 0 |Session ID: 68878 | Audit Session ID: 0a90076b10d0e0005ee2d273 | Security Group Tag: none | EasyVPN: 0 ||
Username: GMarsh | Group: Normal_MacAuth | Tunnel Group: TCL_Normal_Mac | IP Addr: 10.144.232.122 | Public IP: 103.94.56.43 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 02:53:35 GMT Fri Jun 12 2020 | Duration: 9h:38m:57s | Inactivity:  0h:00m:00s | Bytes Tx: 735078782 | Bytes Rx: 177716000 | IP Addr: 10.144.232.122 | Public IP: 103.94.56.43 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 02:53:35 GMT Fri Jun 12 2020 | Duration: 9h:38m:57s | Inactivity:  0h:00m:00s | Bytes Tx: 735078782 | Bytes Rx: 177716000 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 68889 | Audit Session ID: 0a90076b10d190005ee2ee2f | Security Group Tag: none | EasyVPN: 0 |Session ID: 68889 | Audit Session ID: 0a90076b10d190005ee2ee2f | Security Group Tag: none | EasyVPN: 0 ||
Username: shwsoma | Group: TCL_US_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.144.233.246 | Public IP: 219.91.250.208 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 03:59:15 GMT Fri Jun 12 2020 | Duration: 8h:33m:17s | Inactivity:  0h:00m:00s | Bytes Tx: 268608629 | Bytes Rx: 57767417 | IP Addr: 10.144.233.246 | Public IP: 219.91.250.208 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 03:59:15 GMT Fri Jun 12 2020 | Duration: 8h:33m:17s | Inactivity:  0h:00m:00s | Bytes Tx: 268608629 | Bytes Rx: 57767417 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 68895 | Audit Session ID: 0a90076b10d1f0005ee2fd93 | Security Group Tag: none | EasyVPN: 0 |Session ID: 68895 | Audit Session ID: 0a90076b10d1f0005ee2fd93 | Security Group Tag: none | EasyVPN: 0 ||
Username: mnurujja | Group: TCL_US_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.144.233.247 | Public IP: 24.0.155.126 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 04:00:54 GMT Fri Jun 12 2020 | Duration: 8h:31m:38s | Inactivity:  0h:00m:00s | Bytes Tx: 841904758 | Bytes Rx: 200146650 | IP Addr: 10.144.233.247 | Public IP: 24.0.155.126 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 04:00:54 GMT Fri Jun 12 2020 | Duration: 8h:31m:38s | Inactivity:  0h:00m:00s | Bytes Tx: 841904758 | Bytes Rx: 200146650 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 68897 | Audit Session ID: 0a90076b10d210005ee2fdf6 | Security Group Tag: none | EasyVPN: 0 |Session ID: 68897 | Audit Session ID: 0a90076b10d210005ee2fdf6 | Security Group Tag: none | EasyVPN: 0 ||
Username: amkashid | Group: TCL_US_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.144.232.102 | Public IP: 103.216.145.230 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 04:05:08 GMT Fri Jun 12 2020 | Duration: 8h:27m:24s | Inactivity:  0h:00m:00s | Bytes Tx: 307763834 | Bytes Rx: 132671303 | IP Addr: 10.144.232.102 | Public IP: 103.216.145.230 | Protocol: AnyConnect-Parent SSL-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256 | Login Time: 04:05:08 GMT Fri Jun 12 2020 | Duration: 8h:27m:24s | Inactivity:  0h:00m:00s | Bytes Tx: 307763834 | Bytes Rx: 132671303 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 68901 | Audit Session ID: 0a90076b10d250005ee2fef4 | Security Group Tag: none | EasyVPN: 0 |Session ID: 68901 | Audit Session ID: 0a90076b10d250005ee2fef4 | Security Group Tag: none | EasyVPN: 0 ||
Username: NKumarS | Group: TCL_US_OPS_Zone_Grp | Tunnel Group: TCL_OPS_Zone | IP Addr: 10.144.230.149 | Public IP: 27.62.97.79 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 04:15:26 GMT Fri Jun 12 2020 | Duration: 8h:17m:06s | Inactivity:  0h:00m:00s | Bytes Tx: 404365496 | Bytes Rx: 216586493 | IP Addr: 10.144.230.149 | Public IP: 27.62.97.79 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 04:15:26 GMT Fri Jun 12 2020 | Duration: 8h:17m:06s | Inactivity:  0h:00m:00s | Bytes Tx: 404365496 | Bytes Rx: 216586493 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 68904 | Audit Session ID: 0a90076b10d280005ee3015e | Security Group Tag: none | EasyVPN: 0 |Session ID: 68904 | Audit Session ID: 0a90076b10d280005ee3015e | Security Group Tag: none | EasyVPN: 0 ||
Username: VasuVenk | Group: TCL_US_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.144.232.104 | Public IP: 111.92.56.147 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 04:18:17 GMT Fri Jun 12 2020 | Duration: 8h:14m:15s | Inactivity:  0h:00m:00s | Bytes Tx: 87939014 | Bytes Rx: 41732358 | IP Addr: 10.144.232.104 | Public IP: 111.92.56.147 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 04:18:17 GMT Fri Jun 12 2020 | Duration: 8h:14m:15s | Inactivity:  0h:00m:00s | Bytes Tx: 87939014 | Bytes Rx: 41732358 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 68906 | Audit Session ID: 0a90076b10d2a0005ee30209 | Security Group Tag: none | EasyVPN: 0 |Session ID: 68906 | Audit Session ID: 0a90076b10d2a0005ee30209 | Security Group Tag: none | EasyVPN: 0 ||
Username: suprisin | Group: TCL_US_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.144.232.111 | Public IP: 103.47.219.1 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 04:28:51 GMT Fri Jun 12 2020 | Duration: 8h:03m:41s | Inactivity:  0h:00m:00s | Bytes Tx: 2777620878 | Bytes Rx: 797305440 | IP Addr: 10.144.232.111 | Public IP: 103.47.219.1 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 04:28:51 GMT Fri Jun 12 2020 | Duration: 8h:03m:41s | Inactivity:  0h:00m:00s | Bytes Tx: 2777620878 | Bytes Rx: 797305440 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 68910 | Audit Session ID: 0a90076b10d2e0005ee30483 | Security Group Tag: none | EasyVPN: 0 |Session ID: 68910 | Audit Session ID: 0a90076b10d2e0005ee30483 | Security Group Tag: none | EasyVPN: 0 ||
Username: PJagadal | Group: TCL_US_OPS_Zone_Grp | Tunnel Group: TCL_OPS_Zone | IP Addr: 10.144.230.146 | Public IP: 106.193.177.187 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 04:32:55 GMT Fri Jun 12 2020 | Duration: 7h:59m:37s | Inactivity:  0h:00m:00s | Bytes Tx: 593297888 | Bytes Rx: 137253482 | IP Addr: 10.144.230.146 | Public IP: 106.193.177.187 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 04:32:55 GMT Fri Jun 12 2020 | Duration: 7h:59m:37s | Inactivity:  0h:00m:00s | Bytes Tx: 593297888 | Bytes Rx: 137253482 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 68913 | Audit Session ID: 0a90076b10d310005ee30577 | Security Group Tag: none | EasyVPN: 0 |Session ID: 68913 | Audit Session ID: 0a90076b10d310005ee30577 | Security Group Tag: none | EasyVPN: 0 ||
Username: JVasantK | Group: TCL_US_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.144.232.116 | Public IP: 223.228.135.240 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 04:42:41 GMT Fri Jun 12 2020 | Duration: 7h:49m:51s | Inactivity:  0h:00m:00s | Bytes Tx: 496960419 | Bytes Rx: 105096027 | IP Addr: 10.144.232.116 | Public IP: 223.228.135.240 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 04:42:41 GMT Fri Jun 12 2020 | Duration: 7h:49m:51s | Inactivity:  0h:00m:00s | Bytes Tx: 496960419 | Bytes Rx: 105096027 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 68917 | Audit Session ID: 0a90076b10d350005ee307c1 | Security Group Tag: none | EasyVPN: 0 |Session ID: 68917 | Audit Session ID: 0a90076b10d350005ee307c1 | Security Group Tag: none | EasyVPN: 0 ||
Username: AEthiraj | Group: TCL_US_Normal_Grp_Policy | Tunnel Group: TCL_SecureAuth_OTP_Profile | IP Addr: 10.144.232.119 | Public IP: 157.50.41.15 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 04:55:06 GMT Fri Jun 12 2020 | Duration: 7h:37m:26s | Inactivity:  0h:00m:00s | Bytes Tx: 151836568 | Bytes Rx: 98160175 | IP Addr: 10.144.232.119 | Public IP: 157.50.41.15 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 04:55:06 GMT Fri Jun 12 2020 | Duration: 7h:37m:26s | Inactivity:  0h:00m:00s | Bytes Tx: 151836568 | Bytes Rx: 98160175 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 68921 | Audit Session ID: 0a90076b10d390005ee30aaa | Security Group Tag: none | EasyVPN: 0 |Session ID: 68921 | Audit Session ID: 0a90076b10d390005ee30aaa | Security Group Tag: none | EasyVPN: 0 ||
Username: GDaundka | Group: TCL_US_OPS_Zone_Grp | Tunnel Group: TCL_OPS_Zone | IP Addr: 10.144.230.147 | Public IP: 103.137.50.178 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 05:15:31 GMT Fri Jun 12 2020 | Duration: 7h:17m:01s | Inactivity:  0h:00m:00s | Bytes Tx: 299929487 | Bytes Rx: 442090736 | IP Addr: 10.144.230.147 | Public IP: 103.137.50.178 | Protocol: AnyConnect-Parent SSL-Tunnel DTLS-Tunnel | License: AnyConnect Essentials | Session Subtype: Client only | Encryption: AnyConnect-Parent: (1)none  SSL-Tunnel: (1)AES256  DTLS-Tunnel: (1)AES256 | Login Time: 05:15:31 GMT Fri Jun 12 2020 | Duration: 7h:17m:01s | Inactivity:  0h:00m:00s | Bytes Tx: 299929487 | Bytes Rx: 442090736 | VLAN Mapping: N/A | VLAN:  0 | Session ID: 68926 | Audit Session ID: 0a90076b10d3e0005ee30f73 | Security Group Tag: none | EasyVPN: 0 |Session ID: 68926 | Audit Session ID: 0a90076b10d3e0005ee30f73 | Security Group Tag: none | EasyVPN: 0 ||
